x y z r g b
-1.541258 1.191049 6.223056 151 187 46
2.899226 -4.618715 0.328668 138 167 95
0.100369 -1.525671 0.665157 131 165 82
-0.131785 -0.973876 2.602909 128 172 85
0.146247 -0.477699 2.736688 112 166 55
1.148244 -3.130239 -0.944521 119 161 101
0.995476 -3.620849 6.848937 128 170 58
-0.486523 0.605304 4.704082 139 181 33
1.173745 -2.747040 -0.909987 135 164 102
0.916152 -3.294347 -0.635825 126 166 96
0.434220 -2.477676 5.430107 134 174 39
0.482090 -5.044887 8.253140 136 173 104
1.372105 -4.099501 -0.360502 131 157 132
1.655231 -4.677316 0.079034 137 166 109
3.313189 -5.257615 -0.103363 104 156 112
-1.016370 1.919672 5.415261 210 220 152
1.834214 -4.834521 0.254522 138 168 103
-0.779103 -0.801947 1.253306 127 166 99
1.827970 -4.077325 0.460879 131 166 92
-0.856327 2.506094 3.079453 108 154 78
0.083202 -2.388989 4.051834 125 161 89
-0.736268 -0.535871 2.416265 141 179 84
-0.456216 -0.387603 3.095802 130 173 45
2.470388 -5.237104 0.634058 129 163 102
1.342801 -3.415485 -0.713104 121 161 106
2.044960 -4.476828 0.659762 136 175 103
0.270371 -2.146744 2.211781 218 236 236
0.466043 -3.874011 7.242812 124 162 64
3.235641 -5.142019 0.018172 103 157 113
1.022643 -3.632983 -0.348320 119 158 89
0.368227 -0.462299 2.798766 145 185 32
-0.354784 -1.894181 1.271955 159 185 67
3.342061 -5.363968 0.502207 109 160 117
0.660543 -4.101979 7.824838 130 171 53
2.472740 -5.388605 0.599680 128 159 91
-0.918202 2.271461 1.880325 116 157 60
-0.379883 0.574270 3.815237 113 173 35
2.234084 -4.893907 0.656334 132 173 110
3.273603 -5.300608 0.487105 105 156 115
-0.315619 -1.228159 0.453157 144 176 50
1.487558 -5.485860 8.046370 111 156 114
0.489801 -4.866892 7.633338 140 179 98
-2.392254 2.186938 6.888960 129 169 49
0.571506 -1.297664 3.199024 180 209 192
-1.500794 2.012306 2.251680 124 156 105
0.622740 -3.126091 -1.143689 121 158 94
0.969793 -3.114622 6.999192 139 171 55
-0.588811 -1.001962 -0.091216 118 159 92
-0.414695 -1.475839 0.853308 156 186 70
-0.821808 -0.791914 0.636358 113 159 93
1.811193 -3.954727 0.410740 129 162 86
-1.931449 2.785633 7.421852 119 166 83
-0.891490 0.258626 4.416219 128 169 46
0.244210 -2.293569 4.629920 140 178 31
0.759897 -4.230159 8.083428 135 174 62
1.961200 -4.681751 0.493997 130 168 107
0.446194 -2.834481 5.872782 127 170 48
2.024149 -4.932636 -0.184023 136 155 112
0.698944 -4.508370 8.200928 124 165 68
0.085124 -1.573288 0.892073 141 174 102
2.223591 -5.259549 0.092422 139 168 118
0.175605 -3.495910 6.909741 127 163 69
-0.273295 -0.718344 1.098631 139 168 61
1.174888 -3.828266 -0.161877 115 156 89
-0.970172 0.557181 0.808809 135 162 118
2.032385 -4.608360 0.589222 137 177 112
2.372159 -4.692860 0.867030 142 173 105
-0.681818 -0.584770 2.094861 143 177 84
-0.046658 -0.289044 1.646863 142 177 94
-0.136232 -2.725847 5.077363 138 174 45
-2.149408 2.657983 6.966783 132 165 88
0.952972 -4.320019 7.903673 125 167 64
1.262743 -2.826547 -0.766951 124 160 89
0.267994 -1.726731 1.798267 135 169 77
2.818062 -4.654694 0.366911 131 165 105
3.465320 -6.028034 0.604197 144 175 114
2.148810 -4.057861 0.143351 138 166 112
1.834922 -5.503457 8.442136 146 176 88
-2.120939 1.302866 6.528774 124 162 44
2.561118 -5.259491 0.713242 129 167 102
0.154903 -3.997589 6.947669 149 170 119
0.835042 -2.698698 -0.931756 125 162 85
3.287420 -5.954172 0.308798 156 173 127
-1.605316 2.150063 3.001084 132 178 38
2.243961 -5.026346 0.585281 129 166 104
-0.336259 -1.427377 2.278039 129 174 92
1.104058 -2.745338 -0.985695 123 158 93
0.569277 -3.117898 4.180461 139 173 46
-0.675763 -0.819825 2.690191 162 190 16
3.296443 -5.680241 0.509646 136 174 122
-0.606326 -0.025025 -0.107028 134 164 89
2.607084 -5.375287 0.761582 133 170 104
3.299385 -6.071778 0.462461 132 157 101
1.893376 -4.616469 0.396984 130 169 105
-0.763829 -0.214048 3.898557 139 180 26
2.193241 -5.014825 0.512910 129 166 102
3.715449 -6.005756 0.517082 159 189 140
-0.058139 -1.825298 0.539164 159 192 49
-0.797172 0.716235 4.556403 142 181 40
2.684442 -4.721555 0.389656 117 162 112
0.083466 -3.814213 6.917899 123 159 33
3.557768 -5.904176 0.035467 166 191 121
-0.638136 1.791531 5.748113 148 177 90
-0.759798 1.966364 6.070685 142 174 74
1.478875 -3.854600 0.210534 134 173 97
2.393973 -5.034365 0.689767 135 175 112
0.117035 -1.407002 2.462856 123 165 71
-0.119745 -0.907717 2.028262 132 175 106
2.382993 -4.507776 0.260517 124 162 103
1.491442 -3.732153 0.245613 134 169 99
0.562104 -3.658231 6.621625 160 188 92
-0.622364 -0.831394 2.358247 157 189 33
2.904543 -5.789809 0.258991 130 154 116
0.443071 -3.650776 7.027605 121 160 58
-1.770256 1.111936 6.057068 135 173 44
-0.534600 -1.811755 1.133492 159 188 63
2.498346 -5.449324 0.352558 147 165 126
0.995793 -4.593895 7.688020 139 179 51
1.998185 -4.844770 0.405537 129 165 97
-0.235914 0.622042 0.364781 127 170 88
0.004826 -0.846652 0.922012 158 176 124
2.158068 -4.266464 -0.182570 101 159 120
0.450511 -0.819671 3.071559 121 167 13
1.489757 -5.015912 8.518499 146 178 108
2.175736 -5.041011 0.269221 137 165 116
-0.670323 -0.905789 0.296856 121 165 96
1.650297 -4.449017 0.191582 135 170 107
-0.638105 0.534845 0.667205 119 155 79
-1.682859 2.655635 6.244312 144 182 78
2.754995 -5.398937 0.830619 143 178 116
1.038021 -2.919819 -0.937064 132 156 113
0.328064 -2.122440 5.050323 147 181 36
0.246559 -2.924686 5.986860 120 160 49
0.303949 -4.323930 7.776877 125 165 94
0.784590 -2.898341 -0.908099 130 171 90
-2.457777 3.063298 7.122623 133 168 95
-2.631661 2.110451 7.305111 135 162 71
-0.635273 -1.840084 1.447024 154 181 50
1.266555 -4.013107 -0.014528 116 156 90
-0.770350 -0.481862 3.042712 134 170 22
0.144090 -1.125246 0.483069 113 158 98
0.981269 -3.301347 -0.534086 127 169 95
0.814007 -3.936478 7.502612 127 169 55
3.054591 -4.896939 0.450937 135 172 102
-0.692664 0.398045 0.601891 127 157 95
-1.112483 0.892288 4.803986 146 185 58
1.369465 -3.872749 0.107860 135 177 105
3.348006 -5.874205 0.507186 150 181 119
1.668535 -4.475805 -0.212114 140 165 144
-1.837706 2.060687 6.485365 135 183 88
-0.916566 -0.163333 2.438393 140 178 73
1.992043 -4.029763 -0.293223 94 156 114
0.312942 -2.163666 3.763142 127 157 96
-0.174684 -1.243269 2.052076 120 159 29
3.471159 -6.064109 0.334682 175 196 125
2.320944 -5.290518 0.489265 141 166 108
0.488910 -1.045991 2.896705 138 185 25
2.889257 -5.299654 0.459647 119 163 124
0.823240 -2.692796 -0.715952 133 159 95
0.688927 -3.258731 -0.989539 121 157 91
2.607585 -5.619644 0.201533 149 164 104
3.050202 -5.836611 0.502381 147 171 121
-0.022633 -0.114690 0.246485 188 210 250
1.276632 -4.315454 -0.022388 129 163 108
-0.377465 0.336428 3.878968 139 180 24
2.510777 -5.453338 0.760697 149 175 108
3.218208 -4.939952 0.518797 138 171 125
1.359877 -3.455965 -0.877855 125 158 117
0.396478 -2.577667 4.278546 127 164 48
0.499575 -2.487761 4.527633 133 157 116
-0.387664 -1.435003 2.364499 126 173 88
-0.543086 1.117353 1.525482 115 160 78
-0.524296 -0.694500 2.061681 143 182 58
1.915020 -4.487133 0.557355 141 181 115
2.011409 -5.033570 0.247846 133 159 93
-0.237768 -2.108071 0.442135 154 187 52
1.096228 -3.498579 -0.342627 126 168 96
1.886498 -4.482741 0.457528 144 183 119
0.306935 -2.106085 4.499599 145 181 21
-1.055224 2.213476 5.944063 210 217 149
3.061115 -5.288034 0.444351 106 155 114
-1.805825 2.045826 2.922725 132 176 38
1.929918 -4.816452 -0.176958 153 171 151
2.624660 -4.761203 0.068005 101 154 115
0.657026 -1.222522 3.456639 230 254 239
1.272375 -3.301143 -0.005672 130 157 95
-2.726103 2.216106 7.012235 124 162 68
0.313412 -1.061152 1.510873 138 169 78
-1.211822 -0.087649 3.957201 131 171 34
2.547034 -5.787923 0.045017 127 160 124
2.212436 -4.544082 0.434527 129 171 97
-0.200481 -3.289691 6.262139 143 178 43
1.621365 -4.870454 8.587150 172 178 154
0.833342 -3.443288 -0.701929 121 159 88
0.324445 -1.584924 0.748310 131 155 94
0.761578 -2.886698 -1.112496 127 169 94
-0.418719 -1.498455 1.876892 148 184 78
-0.302433 -3.142388 6.242272 145 181 42
2.218757 -5.394509 0.131135 123 158 127
-0.607617 1.096821 1.566863 117 164 81
1.180912 -2.746166 -0.828792 128 158 100
-0.559308 -0.717186 1.850187 141 179 68
0.141963 -3.030031 5.854011 139 175 71
-0.998850 1.632147 6.027195 133 172 87
2.805092 -5.666391 0.430116 131 160 116
1.738633 -5.625661 8.462186 135 162 113
-1.772702 1.893622 6.219999 140 178 76
0.872247 -4.513640 7.718523 126 167 89
0.907931 -3.617866 -0.539542 120 155 87
0.155388 -5.231619 8.024839 130 168 85
-0.930371 -0.713484 1.496219 132 174 105
-1.236007 1.303250 5.230735 154 193 70
-1.825898 1.995380 6.423647 136 182 81
-0.894295 -0.517705 3.766038 163 194 119
1.039542 -3.472409 -0.470892 120 161 94
1.096660 -3.926703 -0.174368 117 154 91
2.123248 -4.264432 0.025079 105 163 126
1.041917 -2.903592 -0.446546 139 158 108
1.010930 -4.893579 7.880192 143 183 56
0.892420 -4.668121 8.587943 127 170 106
1.626334 -3.721364 -0.366563 126 156 105
2.098412 -4.075085 0.107066 136 164 104
-0.320173 -1.745165 3.180276 123 163 86
2.497873 -4.843819 0.970089 140 174 101
0.928606 -3.027874 -0.619342 130 169 84
-0.178599 -2.069399 3.416786 118 157 83
2.810066 -5.146947 0.771891 139 177 99
2.366720 -4.966347 0.706785 139 179 115
1.934764 -6.191418 8.389595 129 170 102
1.840535 -6.075236 8.396660 129 169 99
2.909338 -5.009378 0.362675 107 161 116
0.245315 -1.069565 2.857084 110 158 28
1.658435 -3.725316 -0.226141 124 162 95
-0.662471 -1.229782 2.202410 159 190 80
3.442279 -5.898125 0.570729 144 178 111
-1.479695 2.443815 3.196537 132 172 60
-0.986304 -0.972895 -0.697508 113 155 80
2.874891 -5.662552 0.239773 123 159 126
2.458088 -5.406145 -0.012630 146 166 110
0.644793 -5.253584 7.859114 130 171 91
0.999852 -3.580574 -0.455992 118 157 88
0.471664 -5.029598 8.039069 134 171 97
0.048770 -3.868855 7.471233 132 168 76
1.914417 -4.337386 0.555793 137 174 105
-1.321677 1.400315 2.007181 117 154 74
0.708334 -2.957098 -1.193992 119 160 93
-0.382239 -0.892580 1.452828 132 172 54
-0.795357 -0.945160 -0.105989 109 159 91
-0.772563 1.414294 5.661754 139 187 61
-0.225276 -1.300128 0.254999 138 172 43
0.207866 -0.495360 2.438183 146 186 28
0.557416 -0.657537 3.418419 137 176 21
-0.973799 0.105222 2.813942 149 179 80
-0.107756 0.683735 3.969053 125 173 62
-1.186353 -0.245106 3.653167 148 186 80
-1.702243 1.381328 5.826024 137 176 62
-0.564406 1.521055 5.447857 148 187 55
-1.125913 2.254618 2.737691 113 157 75
-1.207517 -0.230571 2.485266 147 180 113
0.941663 -3.630115 7.576694 133 168 39
-0.277491 -1.648273 1.286348 138 174 42
-0.968193 1.106059 5.035312 148 187 56
-1.073729 1.912132 1.923506 131 173 85
0.294288 -2.067831 4.848119 148 184 26
-2.585851 2.376560 7.008351 121 166 58
-0.402894 -1.931324 3.445330 119 161 80
0.784830 -3.425894 6.476697 108 154 66
-1.427539 1.830282 6.574397 146 185 77
-0.801969 -0.693296 1.042736 126 168 109
-0.098127 -0.989454 2.426197 126 169 89
-2.020476 1.751883 6.304325 122 169 49
-1.170639 2.522548 7.434248 143 185 59
0.337210 -2.021941 4.577860 149 184 22
-0.664352 -0.785244 1.215712 133 160 92
-1.784036 2.781840 2.749185 124 165 101
-1.533066 0.137871 4.429152 155 186 92
0.829003 -0.260733 3.865849 138 180 30
-2.962267 3.045547 7.740225 130 160 91
-1.189556 -0.303430 3.469454 150 183 80
-1.297468 2.347899 2.971773 120 157 90
-0.395430 -1.196219 1.861344 125 161 66
-0.531886 -0.686601 1.448473 129 166 83
-0.946331 -0.273075 1.881023 131 170 87
-1.550917 1.091952 5.713486 127 173 61
0.376162 -0.063151 3.571228 121 177 64
-0.927360 -0.646114 0.828240 126 161 115
-2.006731 2.910642 2.951595 128 170 102
0.608698 -4.866123 8.060160 127 169 100
-1.393718 1.328609 6.193204 154 187 82
1.258948 -4.216258 8.161976 163 191 79
-0.243112 -1.088363 0.179271 136 169 39
-0.092327 -3.125030 6.407674 125 163 62
-0.667184 -1.107350 2.242422 156 188 73
-0.909934 -0.189396 4.013486 137 174 32
0.943509 -3.177743 6.275872 122 156 65
-0.085599 -0.988676 1.698766 124 170 105
-0.945317 1.207846 1.491818 113 154 79
-0.000631 -1.210897 2.430212 121 165 77
0.659163 -3.632127 6.428638 164 190 96
-1.664723 1.230344 5.517444 137 175 39
-0.234595 0.868029 4.801764 135 179 42
0.451781 -1.115216 3.187163 124 176 26
-0.971669 -0.214645 2.459158 137 179 57
1.443817 -4.449061 8.107248 144 181 72
0.156462 0.215832 3.812671 117 172 52
-0.933325 1.870594 2.274715 115 161 83
-0.683186 -1.013114 2.242821 153 185 50
0.673814 -2.445936 5.810987 141 175 45
-0.971224 0.923979 0.876557 123 159 98
-0.123709 -1.676519 2.684794 125 170 55
-0.830484 -1.408097 2.188477 153 182 32
-1.740560 2.271318 6.433597 131 173 71
0.204063 -1.525564 0.635541 124 155 99
-1.103485 0.146472 2.963049 153 179 99
0.611464 -3.333625 6.879739 125 165 47
-0.084832 -0.890324 2.795641 131 177 91
-1.607648 2.542068 6.105226 150 188 80
-1.027648 -0.355221 3.759691 149 188 91
-1.334324 -0.512004 2.247842 148 183 88
-0.246578 -0.093856 4.588143 139 182 38
-0.490234 0.239022 3.623998 139 179 25
-0.369817 -0.852477 2.898821 136 173 73
-0.149164 0.309795 0.043366 123 159 93
-0.465178 -1.557255 2.106683 157 188 87
-0.404827 0.518428 4.675074 142 182 34
0.035330 -0.076949 3.043938 104 164 28
-0.150588 -1.110241 2.831096 124 170 86
-2.142444 1.349468 6.678039 131 165 39
0.263579 -4.286298 7.677736 126 166 85
-0.130317 -1.019888 1.027881 114 161 92
0.005589 -1.017972 1.868350 124 167 96
-1.610995 1.954624 2.435936 118 154 78
-0.513030 -1.041879 1.281847 135 172 29
-0.589136 0.711008 4.469407 143 183 34
-0.714898 -1.289315 2.364537 164 191 54
0.590780 -0.238690 3.676927 138 178 33
-0.318414 -1.471586 0.236818 151 181 38
-1.320121 1.208734 5.707195 132 177 74
0.026094 -1.664920 1.435338 130 162 82
0.220040 -0.632283 3.176840 117 168 62
-0.816363 -0.482231 2.670322 149 185 77
0.037241 -1.643824 1.060737 136 168 99
-1.676108 2.456008 2.845472 118 159 80
-0.134967 -0.504650 1.457501 130 166 71
-0.152413 -2.010885 1.040522 156 179 61
-0.967521 1.306865 5.294313 149 188 52
0.080583 -0.902705 2.219212 121 167 43
-0.883913 -0.798440 -0.319695 126 157 108
-0.403763 -0.926227 1.248788 133 170 43
-0.202418 -0.857851 0.246847 132 163 74
-1.246223 1.239275 1.429382 116 157 71
0.492566 -4.008607 6.958897 157 188 110
0.789825 -2.635115 5.178764 149 182 44
-1.766857 1.712981 6.094127 142 169 94
-1.323410 0.953836 1.214222 121 154 105
-0.865509 -0.652307 3.400769 147 190 79
-1.359936 -0.343691 4.017370 168 192 60
-0.356585 0.307428 4.281516 127 172 42
-1.411977 -0.263607 4.181366 172 196 59
-0.820177 -1.608686 2.097663 157 182 76
-0.798960 0.491498 4.216286 147 185 46
-2.133453 1.213018 6.428549 129 164 41
0.371683 -0.288562 2.915254 157 187 38
0.422889 -1.489271 0.840888 126 157 91
-1.577886 2.335117 3.220991 128 171 47
-1.266816 -0.515331 0.734039 146 176 134
-0.535433 0.303811 0.016155 131 162 98
0.059908 -1.807468 2.114177 139 177 106
0.967123 -2.529825 6.164501 164 183 113
-0.191819 0.142529 -0.155659 128 168 95
0.195352 -1.244331 0.479829 116 159 105
-0.200485 0.426110 0.179631 115 156 92
0.019838 0.152238 3.237932 116 173 52
-1.267414 1.971354 6.742878 151 188 102
-2.584700 1.894925 6.655401 130 169 49
1.191959 -5.292539 8.302258 136 173 84
-0.915247 2.060319 6.097033 148 171 83
-1.047045 1.545998 1.510789 123 156 113
-1.107601 1.916994 3.067071 121 169 49
-1.175630 1.492729 5.491894 142 183 62
0.089357 -1.480263 1.299889 117 159 85
-0.602919 0.865593 0.987887 126 160 105
-0.032827 -1.481283 0.451380 149 181 66
-0.784564 -1.616155 2.166206 154 181 67
-0.415002 0.007133 -0.376601 130 167 84
-0.978472 -0.309701 2.256184 130 175 73
-1.015665 1.865036 6.558119 140 168 83
-0.083524 0.553848 3.871131 122 176 58
-0.093426 -1.741915 2.341835 143 183 114
-0.626060 -0.837375 2.583697 176 201 23
-1.771807 1.598840 5.788899 143 165 102
-0.298182 -1.610082 1.499179 137 172 57
-0.181615 -0.692889 0.844746 134 157 74
-0.772296 1.472688 5.410468 145 187 47
-0.719421 -1.059755 2.438330 166 192 31
-0.415628 -0.638881 2.655044 142 181 75
-0.245975 0.655502 0.385770 111 155 72
-2.187158 2.647840 6.806546 143 163 101
-0.056298 -1.043410 1.226197 120 165 97
-1.391494 1.952815 3.206322 126 173 42
-1.244526 0.066055 3.815214 138 178 29
0.175705 -1.513279 0.760669 131 163 98
-0.182719 0.060855 -0.278340 128 167 92
1.448720 -3.483448 6.886722 141 178 49
-1.877102 2.237382 2.701895 118 154 97
-1.307515 1.303326 5.730636 137 180 79
0.306352 -1.236302 2.004417 123 163 60
-0.398426 -2.911165 5.650830 148 174 79
-0.058780 -0.898581 0.222330 115 157 65
-0.211816 -0.862995 1.299359 128 170 69
0.286608 -2.274184 4.876599 140 178 31
0.597170 -1.715204 3.441662 134 170 78
-1.937684 0.917082 5.688140 135 175 46
0.374500 -1.944825 4.512352 152 184 24
-2.179284 1.942291 6.698379 127 169 52
-0.837856 0.558439 0.612978 135 158 102
-0.492842 -0.611280 2.405817 142 182 69
-0.212366 -2.688647 4.684720 146 180 46
0.204990 -1.703771 3.225532 106 156 94
-0.316485 -1.990896 3.284898 116 160 71
-1.096062 2.497244 1.791290 126 171 73
0.223672 -4.045535 6.977919 139 169 95
-0.934613 1.985382 6.365530 203 218 168
-1.791943 3.223274 7.846404 115 165 96
0.324792 -0.668708 2.968504 134 174 32
0.759110 -2.741437 6.164690 133 169 66
0.010830 -1.893173 3.115819 124 167 54
-0.905383 -0.724495 0.617433 119 160 100
0.477152 -4.064538 7.584880 122 162 62
-0.398193 0.642343 0.511878 134 175 93
0.016871 -0.900090 0.491872 122 162 97
-0.580016 0.983363 4.823343 141 180 37
0.504789 -3.903436 7.420436 122 163 57
-1.072105 1.724078 6.360024 138 170 78
1.283416 -5.323509 8.355897 142 179 79
-2.549503 1.911852 6.846475 124 166 51
-2.140765 2.553378 7.038759 115 160 81
0.432193 -0.122495 3.178188 160 188 40
-0.308353 -1.042766 0.675571 133 169 32
0.010861 0.505498 3.808761 120 174 62
-0.680921 -0.899210 0.400019 132 167 109
-0.112386 -1.436626 0.243095 132 170 46
-0.031318 -0.686338 2.212436 132 175 59
-1.877102 2.237198 6.937054 128 169 79
-0.335799 -0.894736 0.696859 124 162 59
-2.172568 1.095467 6.303206 141 168 50
-2.027488 1.147963 6.266447 139 171 38
-2.351194 2.130154 6.959605 130 171 53
-1.506573 2.550393 7.041906 117 169 86
0.163761 -2.428417 4.628248 130 172 41
-1.097487 1.166945 5.072496 152 189 69
-1.077923 -0.545872 3.050097 130 174 19
-0.943355 1.456191 1.901570 113 157 73
-0.368497 -1.478170 1.037484 142 177 65
0.932062 -4.652212 8.502433 128 170 105
-0.440437 -1.301851 1.058301 151 183 73
-1.556346 1.722932 3.246153 130 177 37
-0.488860 0.173509 -0.129770 127 159 82
-1.116473 2.117940 6.486545 151 192 106
-1.479757 1.901161 6.475942 156 191 86
-1.174885 -0.387460 3.384304 151 185 66
0.029220 -4.024850 7.306874 160 181 100
-0.181712 -0.607773 1.559924 138 176 50
0.397501 -1.957013 5.195857 153 185 69
-1.109165 -0.813332 -0.110396 125 160 110
-1.403582 1.237302 1.832033 118 154 73
-0.563689 -1.881171 1.269798 142 169 49
-1.044291 -1.611508 2.799467 159 190 49
0.755337 -3.290732 6.682439 121 164 58
-0.270279 -0.926106 0.323139 140 169 56
-1.336186 0.940456 0.734693 126 164 113
-0.541017 -0.516587 2.675025 142 185 73
-0.126210 0.415092 3.702490 112 174 43
-1.373222 2.152349 6.799369 148 189 108
0.180043 -1.115326 0.623007 105 155 98
1.225779 -6.243717 8.964242 131 169 104
0.286844 -2.505044 5.078550 131 170 39
-0.349676 0.355072 4.060450 128 173 42
0.407357 -3.349187 6.529653 126 162 61
-1.479936 1.263232 6.206637 149 183 55
-0.075025 -0.037521 3.010634 105 168 23
-0.544262 -1.458665 2.017124 154 186 86
0.141524 -2.512750 4.395833 142 181 65
0.013407 -2.123012 0.863415 160 184 61
-0.948411 -0.218302 1.647961 129 168 110
-0.293223 -0.911284 2.682980 124 166 69
-0.983737 1.708914 2.215440 114 157 73
-1.349017 1.895117 6.484926 151 190 101
-0.108927 -2.791045 3.868535 142 168 114
-0.667399 -0.758803 1.092941 138 166 102
-0.314014 -1.626983 1.037007 141 176 65
-1.385536 1.605337 3.074509 132 180 43
-0.255157 -0.165782 2.482326 115 168 58
-0.151977 0.999609 4.621702 143 183 42
0.064232 -0.241754 3.053396 105 169 14
-0.764115 -0.947246 0.080528 108 161 93
-1.827076 2.523410 7.130055 120 170 70
-2.360038 1.554746 6.620636 129 165 41
-1.172216 2.652987 7.443209 143 184 62
-0.181179 -0.880532 1.467340 123 169 92
0.017119 -0.408437 4.107911 122 171 43
1.240316 -4.434144 8.019832 142 180 51
-0.088840 -2.949476 4.625479 150 184 37
-0.105704 -1.235640 3.022856 132 174 80
0.742257 -4.487797 7.852476 122 164 73
0.300919 -2.049002 4.656375 146 182 24
0.553009 -2.917061 6.068841 126 169 51
-1.117755 -0.715038 1.844226 134 176 93
-1.846918 2.136821 6.874095 126 170 73
0.022399 -1.670903 1.660786 127 165 96
0.480497 -4.016284 7.423798 125 163 65
-1.359073 1.964842 6.685565 151 189 106
0.916694 -3.088016 6.911523 133 168 48
-0.549119 -0.384710 0.751106 134 165 120
1.071313 -2.953900 6.415624 147 170 88
1.025026 -5.461144 8.642760 126 169 100
-0.371044 -1.902963 3.227386 119 163 73
1.143987 -3.389700 6.086553 139 179 60
-0.001715 -0.726038 1.320253 146 180 27
-1.928205 1.046083 5.856410 135 175 44
-1.585660 1.160779 5.864144 129 175 58
-1.128130 2.502766 1.978202 130 174 76
-0.250791 0.593412 0.284568 126 164 91
-0.744371 -0.673697 2.899267 163 191 22
-0.097726 -4.205647 7.969625 129 169 83
0.076729 -1.456084 2.027061 106 154 85
0.001618 -0.378738 2.707473 109 164 56
0.180449 -1.499382 2.887909 106 157 86
-1.693051 2.322871 6.572063 146 188 81
0.572469 -0.835785 3.234874 139 189 25
0.063156 0.018985 0.044808 188 209 245
-0.601892 0.197853 4.293100 136 176 40
-0.458420 1.838800 5.956795 171 182 106
-0.595406 -0.194974 4.067618 142 183 29
-0.046796 -1.734533 0.373506 151 182 30
0.210954 -0.684633 2.682058 144 186 29
0.262700 -3.161913 6.458565 117 156 56
0.720092 -5.602338 7.897147 132 167 72
-0.802693 1.787269 2.212935 109 156 79
-1.719919 1.960975 2.465945 120 154 90
-1.006778 -0.456406 3.091955 147 184 77
-2.213190 3.046774 7.305807 126 170 71
-1.142875 1.401600 5.428606 145 187 57
1.091844 -4.888077 8.163515 126 169 69
1.016327 -3.258972 5.857407 141 179 54
-1.183525 2.234171 2.129209 131 175 77
-0.305515 -1.079733 0.498402 136 171 38
-0.582836 0.886430 4.704438 141 180 37
0.225578 -3.680097 7.313099 119 160 81
-1.558874 2.552788 2.905685 123 160 85
0.482402 -2.811620 5.391948 147 181 42
0.543853 -0.171109 3.526898 147 184 38
-0.594273 -0.857060 0.862487 125 160 97
-0.776219 1.949792 2.362293 113 159 90
-0.675262 -1.064181 2.130143 152 184 52
-0.383075 -0.665122 2.874101 134 175 55
0.323439 0.042350 3.602024 125 178 66
0.191443 -0.901636 2.669074 124 170 20
-0.341098 -1.161173 2.009620 121 161 44
0.268802 0.471063 0.055876 224 242 235
-0.481088 -2.896700 5.580224 139 165 56
0.195163 -0.534727 1.505406 149 183 67
0.962874 -3.282632 6.848166 126 162 50
-0.803399 1.571918 2.041412 115 159 78
-0.698906 0.276716 3.899220 144 180 34
-0.169447 -1.609259 1.262750 130 165 66
-0.026836 -1.629665 2.442158 121 168 93
-0.391551 -1.486686 1.293310 139 176 59
-2.191099 1.775254 6.642402 128 168 44
-1.048867 2.604902 1.990558 121 167 67
-0.668973 -0.118835 3.950534 140 180 25
-2.297621 1.012315 6.234471 138 160 59
-1.416755 2.339871 6.065756 148 186 81
-0.990486 1.333710 1.876358 119 157 72
0.270530 0.198266 4.211984 122 177 58
-0.935119 -0.376923 2.176360 118 159 73
-2.196033 1.302316 6.770694 144 169 44
-1.425976 -0.847723 2.784002 131 173 28
0.020614 -1.041608 1.458083 123 166 98
-0.970213 1.274307 1.624579 112 155 73
-0.140198 -3.434772 6.865352 134 171 48
-1.038415 2.339468 2.862040 107 154 79
-1.435604 1.874390 3.096487 130 176 44
0.495320 -3.106073 4.145940 137 174 37
-1.102943 0.712812 0.358509 129 161 107
0.068900 -1.085633 1.650367 128 166 94
0.155976 -2.505452 4.292181 140 178 66
1.159123 -4.381460 7.783839 137 177 58
-1.216668 -0.331065 2.957732 133 177 34
-2.011993 1.971894 6.414757 130 172 58
-0.518259 -1.439567 1.844125 153 185 83
-1.592859 2.596730 2.611546 120 163 94
-2.262734 1.903663 6.749638 127 167 53
0.949986 -3.571280 7.895861 143 169 56
-0.596821 -0.865306 2.022183 145 180 26
-1.101957 1.661451 2.230482 115 155 67
0.228805 -1.270246 1.704735 108 154 73
0.230316 -1.284223 0.896597 115 158 101
-1.590484 2.506317 6.216626 149 186 82
-0.003426 -1.471098 0.264537 139 173 79
-2.300857 1.425080 6.880928 137 164 53
-0.112175 -0.287511 1.570794 190 214 204
-0.647379 0.787596 0.972194 122 160 99
-0.177534 -1.416239 0.449813 148 180 56
-1.092381 -0.194375 2.720228 142 175 95
-0.395192 -1.873477 0.480781 153 185 56
-0.501277 -0.110667 4.289299 140 181 33
-0.740033 0.712999 4.490015 143 183 39
-0.922006 -0.257002 1.437360 144 176 123
0.156620 -0.495372 3.165619 112 167 42
-0.402470 0.786739 4.428729 147 188 38
-0.909527 0.640160 4.485304 147 184 54
-0.783654 -0.581460 1.387728 124 163 107
1.029669 -2.620720 6.200879 154 172 104
-0.439859 -1.048266 1.040170 136 173 26
0.038652 -3.190969 6.417278 135 170 87
0.063304 -0.333325 2.783372 107 163 39
-1.154040 -0.298160 3.251922 143 172 82
-0.138574 -0.416488 3.927378 138 182 27
-0.337340 -0.882323 1.036490 128 166 58
-0.846956 0.999663 1.171662 124 169 66
-0.991098 -1.348964 2.600981 149 179 76
-0.496277 -0.603821 2.590177 145 184 86
0.077905 -2.026061 2.421840 174 200 158
-0.784708 1.702741 2.079270 111 155 82
-0.836322 -0.083650 4.196804 139 179 31
