x y z r g b
0.498971 -3.776388 7.017206 122 159 57
-0.186773 -0.322908 0.687761 191 214 247
-1.560466 2.157933 2.940775 131 176 41
-0.950492 -0.251108 3.076587 135 175 50
-0.540847 -0.507828 2.415760 146 185 63
-2.020317 1.987815 6.659131 130 172 61
-0.796118 2.297442 2.728572 110 156 90
-1.171950 1.318291 1.708412 117 157 75
-0.279175 -1.103828 0.305379 135 169 34
-0.204706 -1.704070 2.821821 128 171 52
-1.522251 1.922121 2.919485 133 178 42
-1.337898 0.944183 0.826872 121 161 102
0.441122 -1.291560 2.770583 108 157 73
-1.329473 0.109300 2.676505 141 168 98
-0.093646 0.044833 2.936367 103 164 29
1.084479 -5.833650 8.448527 132 169 105
-0.631793 -1.053790 1.833619 145 180 41
-2.221727 2.258005 6.936566 127 171 52
1.092161 -4.872290 8.613431 136 174 92
0.697345 -4.139268 8.047050 133 172 55
0.699592 -1.778724 3.295201 137 177 47
0.502577 -2.276628 5.445775 144 177 42
0.476272 -4.917844 7.849909 134 173 100
-1.576187 2.086633 2.492819 118 156 85
-0.175558 -0.801653 2.220275 135 177 92
0.580309 -0.585366 3.947566 133 170 21
-2.748150 3.684234 7.734892 125 162 93
-0.960661 1.682562 6.060108 135 167 94
1.062904 -3.017229 6.463083 135 165 75
0.221481 -0.829651 3.531769 101 158 24
-1.452876 2.174264 3.401674 131 175 59
-1.328185 1.792164 2.883293 124 172 44
-2.542552 2.576108 7.067163 131 169 64
-1.968472 2.497237 7.085533 122 170 72
-0.671080 0.853899 5.208725 163 184 130
-0.043218 -2.633198 4.618038 136 175 46
-0.162801 -0.825410 0.629689 140 170 88
0.965395 -3.156133 6.212327 123 157 68
-1.003396 1.717935 5.878338 126 175 65
-0.041960 0.666182 3.989007 121 170 64
-2.370498 1.519044 6.875831 136 165 53
0.385640 -0.665463 3.256353 129 171 24
-1.110121 1.970316 2.862123 120 168 47
0.526824 -1.836208 3.699810 118 159 62
-1.000105 -0.588310 1.611507 133 172 103
-1.194409 -0.110739 3.863843 133 173 36
-0.348570 -1.986098 1.896421 139 161 124
0.410539 -0.492287 3.044962 140 182 36
-0.290087 -2.281780 3.306164 124 157 92
0.014079 0.667274 3.895390 123 173 71
-1.082310 2.019875 5.474560 227 233 169
0.165010 -2.590320 4.926547 129 168 46
-1.161478 1.365139 5.662519 135 174 90
-0.788598 -1.009775 -0.187727 118 161 90
-0.955022 0.779825 0.876682 119 154 82
1.232705 -4.861729 8.109877 131 172 83
-1.156501 1.495748 2.052948 116 156 68
-2.111712 1.946647 6.469867 133 175 54
-0.570877 0.319169 0.172563 126 160 83
-1.072198 -1.336840 2.730770 139 166 86
-0.149016 -1.750302 2.091086 122 160 80
0.066515 -1.070971 2.259094 108 154 45
-1.414206 0.163635 1.005703 145 181 112
-0.664577 1.900245 6.076629 128 178 59
-0.356756 0.298919 0.010662 131 168 90
0.751078 -4.403934 8.178149 126 171 56
-1.768699 2.294814 3.203198 131 175 37
0.289132 -0.888749 3.025175 115 161 14
-1.602050 2.314303 7.044928 120 171 85
-0.237458 -1.612878 1.473389 123 163 67
-0.625099 0.199575 4.413797 139 179 40
-1.087289 1.679651 5.829893 126 176 66
-0.926218 -0.468839 1.337722 138 170 109
0.665178 -1.351877 3.106087 192 214 226
-1.048353 0.761114 4.700852 145 184 55
-0.381138 -1.046970 0.832080 134 170 30
-0.221985 -2.093637 3.236743 117 157 80
-0.626793 0.623860 4.409370 142 182 33
-0.199036 -1.119347 3.040071 135 182 65
-0.476717 -0.339669 3.444909 144 186 26
0.099640 -0.364137 3.892141 125 169 14
0.632190 -5.707776 8.458454 135 171 93
-1.008438 1.509559 5.446263 145 188 51
-0.154816 -1.502655 2.702716 127 174 74
-0.121440 -0.993051 1.292784 122 167 99
-1.097949 -1.193356 3.202068 116 157 77
-1.447283 1.197093 5.437229 154 194 70
0.263611 -1.288088 2.462273 116 158 50
-0.731339 1.330025 1.689844 118 156 89
-0.412107 0.751651 4.348119 148 188 39
-0.156653 -1.295492 2.622214 125 170 84
2.191370 -5.378905 8.414440 142 178 75
0.045600 -1.762620 0.304274 134 160 41
-0.384333 -0.668401 2.205895 136 180 88
-0.952662 2.156808 2.600692 113 155 83
-0.814104 1.393043 5.368983 147 189 48
-0.986876 1.964557 2.396075 113 159 81
0.604400 -5.262082 7.724667 135 174 89
-1.232011 2.133559 3.137097 122 167 51
-0.040355 0.207629 -0.087896 121 157 102
1.393211 -5.247414 8.468143 145 181 91
-0.563975 -1.910595 3.189943 128 167 81
0.256588 -1.880851 2.005534 144 174 117
0.345110 -1.939365 4.647880 152 185 27
0.372519 -2.044445 5.066017 148 181 44
-0.869031 -0.649552 2.603117 152 185 71
0.052650 -3.745980 6.913062 124 159 27
0.733297 -1.702043 3.189103 137 178 48
0.051251 -2.737286 5.238253 137 174 62
-2.032733 1.243514 6.388638 138 170 40
-0.120285 0.458272 3.629892 118 179 55
0.018267 -1.519291 3.168415 109 159 96
-0.315554 0.932389 0.900418 122 158 116
-0.995139 -0.518327 1.937671 144 181 96
-1.687453 2.604441 2.722115 123 166 95
-0.938818 -0.622917 3.233016 148 189 79
-1.145233 0.923662 0.912379 120 161 97
-0.151058 -0.684469 2.171836 120 168 76
-1.437927 2.386731 7.278581 113 161 88
-0.711013 -0.794130 1.444985 129 163 95
0.254916 -3.283524 6.767460 121 158 49
-0.332954 0.057407 -0.285499 135 175 92
-1.236632 0.283213 0.702304 131 164 93
0.352067 -2.263797 5.049730 142 179 35
-0.662833 1.688254 2.061846 111 154 85
-1.776275 2.453145 3.672730 132 175 40
1.702399 -4.481218 8.381431 153 177 121
0.018359 -1.469545 1.822648 111 156 81
-0.047681 -1.868802 2.922262 130 175 38
-0.181633 -4.199773 7.900244 135 174 84
0.211262 -1.163540 0.774217 108 155 98
0.152813 -1.465635 1.082710 122 160 100
-0.407669 -1.362535 2.140425 141 182 96
0.966112 -3.119738 5.447193 138 177 43
0.011894 -3.098047 6.295882 130 169 58
-1.204562 1.536131 1.688483 125 154 111
-0.003593 -2.678298 5.065141 136 172 56
1.327019 -3.130704 6.384725 134 171 67
-0.336855 -0.138822 4.299932 138 181 35
-1.172022 1.374350 5.840667 129 175 83
0.233911 -4.108572 7.634597 123 163 87
-1.640577 2.264774 3.642324 130 172 47
0.698859 -4.992028 8.628985 123 164 101
-1.222751 -0.277563 4.062514 144 181 57
-0.184426 -0.864114 1.624309 126 171 96
-1.498320 1.327488 5.904080 137 176 60
0.703215 -1.117503 3.403687 226 249 222
0.213311 -0.084710 3.617988 116 173 44
-0.260279 -1.142580 1.899985 118 158 34
0.107506 0.271358 3.304901 126 179 69
0.342338 -1.224782 1.765831 106 155 75
-0.510827 -0.616664 2.959877 130 175 36
-1.161368 0.472228 0.714080 131 166 94
-0.668411 0.269195 3.925836 144 182 34
-1.919361 2.809371 3.313247 134 177 40
0.313867 -1.128127 1.736612 111 160 85
-0.173629 -3.138151 6.244495 135 172 50
-1.094237 -0.287610 1.759790 135 163 100
-1.552513 -0.078893 2.091255 135 160 101
-1.234495 2.548025 2.989628 122 159 99
1.068358 -4.990324 8.473589 128 172 92
0.076549 -1.644832 2.189381 112 157 85
-1.386630 2.089353 3.212605 128 173 54
0.028422 -3.465776 6.841706 128 165 59
-1.756779 2.688555 7.468127 113 163 84
1.041276 -3.439562 7.088454 134 170 47
-0.643432 1.794823 5.799695 144 176 87
-0.184463 -2.903684 5.595033 137 173 66
-1.750809 2.355377 2.798593 116 155 92
0.476818 -0.611282 3.416850 131 172 22
-1.157055 1.947236 2.262954 112 158 77
-0.164253 -1.287983 1.927177 129 167 54
-0.398530 0.140038 -0.155797 130 166 86
-0.531547 1.038200 4.744306 143 182 37
-0.763389 -0.671209 0.841314 123 164 107
-0.758214 1.746296 6.066098 137 171 87
-0.044066 -0.338565 1.790383 143 181 70
-0.960848 -1.430930 2.353676 156 182 80
0.063500 -1.716789 3.227931 106 154 96
0.101113 -0.877170 2.425812 126 169 26
-0.529203 -1.300692 2.089110 146 180 85
-0.286250 -1.729282 2.031363 125 161 102
1.623062 -5.504211 8.450619 135 176 111
0.265943 -1.722087 1.659274 126 163 71
-0.177637 -0.762625 1.868131 140 179 88
-1.938771 3.151646 7.771481 119 163 84
0.097394 -2.274754 4.008426 134 174 42
-0.728404 1.971665 5.902474 131 180 61
-1.207843 2.270077 2.390124 118 163 65
-1.119170 -0.822054 -0.012234 123 159 105
-1.013132 -0.464270 1.631779 139 175 105
-0.237567 -2.787165 5.086971 143 179 39
0.163752 -3.552578 7.330820 144 162 59
0.849149 -0.371008 3.655550 150 185 28
-1.489619 -0.751710 2.884069 135 174 26
-2.133520 2.791763 7.236053 123 168 75
-0.627318 -0.541077 3.337615 130 174 20
-1.196403 1.137176 5.712390 146 187 50
0.178629 -0.647190 2.428761 150 192 33
-1.707138 2.064261 2.525081 117 155 81
-0.081816 -1.697311 0.587614 155 188 47
0.628507 -2.296936 5.578093 145 177 47
2.297447 -5.333696 8.409702 144 181 69
0.033072 0.393896 3.647735 119 174 57
1.392821 -3.117913 6.699314 155 162 114
-0.063419 -3.469234 6.633890 145 172 78
-0.187216 -1.843254 0.994046 152 179 50
-1.371200 -0.370569 4.015244 169 193 57
-1.174427 2.062589 2.426921 116 161 80
-1.594888 2.090073 6.683552 137 181 68
-0.440184 1.137861 1.502538 116 157 77
-1.568398 2.747763 7.507851 110 162 88
-0.332696 -0.873448 0.476412 132 162 69
1.026779 -3.215667 7.128238 143 170 61
1.320920 -5.415123 8.599090 143 181 101
-0.585352 -1.055654 1.637218 144 178 36
-0.512524 -1.600920 2.193172 159 191 91
-1.005982 1.273319 5.131470 148 188 57
0.047457 -0.411013 3.849514 125 166 12
-0.137316 -0.353146 1.491878 161 189 155
-0.525510 -1.264991 1.433690 149 182 73
-0.561716 1.499066 1.877640 117 154 94
-0.869062 1.146603 5.161668 147 189 50
-1.932080 1.900089 6.280603 122 168 55
0.370538 -1.964242 4.778891 151 186 28
-0.696233 0.308356 3.968791 147 184 36
-2.151391 1.030256 6.196819 134 162 59
-0.511962 0.225300 3.912501 139 178 30
-0.651213 -0.124540 3.928566 141 181 25
0.496773 -1.010343 3.120682 127 178 22
0.577068 -1.826883 3.511132 120 163 61
-1.044151 0.792376 4.771752 146 185 57
-0.359378 -1.810784 1.690886 133 160 121
-0.614557 -1.292886 1.851045 153 185 77
-0.784769 -1.087029 1.045465 142 169 109
-0.251097 -0.680942 1.485002 141 176 37
-1.185969 2.111366 2.587681 114 159 82
-0.828145 2.035519 6.079382 157 173 87
-0.610053 1.225682 5.199329 145 186 46
-0.679096 0.810535 0.524633 135 170 109
0.337870 -1.808856 2.140798 127 166 48
-0.532319 -1.067908 1.452624 137 173 34
-1.919664 0.816364 5.633075 137 178 48
-0.202564 -0.865217 2.411576 140 179 79
-1.498846 0.222494 4.552065 158 189 90
-1.399175 1.638363 3.054898 132 179 44
0.106031 -0.432173 2.862506 108 164 44
0.414535 -1.250151 3.028231 122 163 63
-0.670139 -0.896388 2.260868 151 183 34
0.196454 -1.428802 2.469720 123 168 52
0.445690 -2.680114 5.649516 126 168 43
-0.156242 -0.405900 0.696192 139 155 177
-0.164691 -0.650841 2.847847 131 173 56
-0.168379 -0.476763 0.288834 137 156 161
0.110558 -1.193284 1.683654 122 163 82
-0.232739 -2.094951 3.114946 119 157 85
0.416463 -2.052201 5.191799 148 180 48
-0.131611 -1.055045 2.000210 129 171 72
-0.722780 2.089705 6.182023 117 170 58
0.916285 -3.108506 5.479603 142 181 46
0.314982 -2.420492 4.134010 128 162 69
-1.860374 1.819782 6.264908 130 172 58
-1.384935 2.174598 6.065658 144 183 74
-0.674998 -1.859748 1.637438 165 191 39
-0.369337 -0.813202 1.612803 134 174 69
-0.296659 -1.173837 1.576179 121 158 69
-2.121709 2.073151 6.725130 131 172 56
-1.069810 1.839669 2.021125 122 166 78
0.480577 -2.903346 6.170564 128 169 46
0.065817 -1.465291 1.680309 113 158 100
0.350681 -1.299469 2.047220 118 160 58
0.066019 -3.493079 7.400187 184 196 121
0.758139 -0.273372 4.010341 134 178 30
-0.466022 1.276468 5.226982 152 188 57
-0.234533 -1.465887 2.269472 122 167 86
0.445823 -0.336096 3.169059 152 184 37
0.614516 -3.360066 7.002513 126 165 49
-2.358075 3.401937 8.174072 220 214 186
-0.955083 0.237355 -0.079068 132 154 119
0.186221 -1.613811 3.082999 106 157 92
0.217770 -2.094853 2.420464 137 157 138
-0.093615 -1.751316 0.377823 150 179 32
-1.838628 0.935646 5.692834 137 178 47
-0.167731 -3.620578 7.319901 137 165 69
-1.148758 -0.332233 3.882663 149 186 85
0.448118 -0.670144 3.049699 128 173 20
-0.683564 -1.032101 2.549953 173 196 20
-1.743137 2.321439 6.985693 119 170 81
-1.080952 -0.518593 1.679270 139 178 97
0.864282 -5.543658 8.149758 132 168 103
-0.380921 0.702020 0.642696 119 158 82
0.649526 -3.127872 6.649104 127 166 48
-1.616403 2.131980 6.853794 144 179 81
-0.275156 -1.351032 2.660557 132 171 96
-0.366550 0.525593 0.208564 134 166 96
-1.737528 1.285012 5.646040 135 176 40
-2.040432 1.215753 6.389617 138 170 39
-0.625224 -0.705550 1.661515 133 172 73
1.070781 -4.149429 7.727756 125 168 61
0.295774 -1.228969 2.977111 112 155 42
-0.775139 -0.662704 1.837965 137 164 96
-1.116910 1.988424 2.473794 112 155 80
-0.512524 -0.702005 2.224396 146 185 47
-1.485421 2.245858 6.022613 149 186 88
-0.344163 -2.663780 3.928845 119 154 94
0.497340 -1.341416 2.223977 121 168 87
1.666655 -4.840450 8.521449 174 187 152
-1.226070 2.252601 2.316902 123 168 72
0.270259 -2.871568 5.840975 123 162 48
-0.178954 -1.412928 1.875261 127 165 61
-0.542836 0.291092 -0.402478 138 161 108
0.183691 -1.111783 2.024133 114 158 55
0.545249 -3.786485 7.095068 122 161 54
0.480773 -5.051048 8.407452 130 171 106
1.442564 -3.972939 8.020384 170 181 120
0.339035 -1.750396 2.958458 131 170 59
-0.093677 -1.874329 0.283673 161 185 52
-0.153011 -2.760241 5.242894 134 170 49
1.759270 -5.007550 8.330940 146 175 101
-0.714566 -0.972695 -0.250929 126 164 96
-0.621357 -0.852553 2.190619 148 182 30
-0.453354 -1.322367 1.223340 152 184 70
-0.391995 -1.517894 1.465548 136 174 60
0.176114 -2.931168 4.683729 223 251 229
0.856061 -3.619603 7.908084 137 169 44
-0.021940 -0.439556 2.070842 136 176 55
1.442109 -3.051529 6.353250 142 173 71
-0.006814 -0.515039 1.662149 145 180 71
-0.555448 1.454742 5.335252 146 188 50
-1.439645 1.940935 2.830150 131 179 37
-0.151260 -2.492640 3.511011 132 165 77
-2.394751 2.276992 6.961863 128 169 52
-2.096433 1.726158 6.419746 129 172 42
-0.163348 -1.482318 0.667511 122 161 54
-0.496376 -1.268244 1.287933 148 181 64
0.402657 -0.259378 3.095315 154 185 40
0.431061 -3.325789 6.813743 121 160 49
-0.564811 0.803877 4.627014 142 182 36
-1.658971 2.328633 6.579222 145 187 76
-0.141300 -1.032795 0.858492 119 162 88
-0.742462 -1.476691 2.491749 137 165 96
-0.518404 -0.458210 0.605971 137 168 114
-1.272531 -0.263822 3.575727 150 183 82
-0.924618 1.409451 5.388794 146 189 49
0.057626 -2.911048 5.594197 141 175 69
-2.369893 1.684312 6.899567 135 169 42
-1.197456 1.593751 2.246464 116 154 65
-0.311836 -0.678419 1.926811 144 179 80
-0.017973 -0.824216 0.954472 153 171 121
-0.476533 -0.689725 2.855339 130 173 39
0.039593 0.452259 3.656761 119 173 60
-0.313274 -1.380070 0.689874 148 180 60
0.325764 -3.406500 6.384027 126 163 66
-0.058059 -1.581396 1.232154 129 163 102
-0.328802 -1.112137 3.071909 136 177 57
1.192381 -5.945536 8.670721 124 161 98
-1.683209 2.458145 6.242381 146 185 79
-0.864031 -0.398053 -0.407608 134 162 85
-1.954621 2.114940 6.679240 131 174 69
-2.452587 2.245459 6.885470 128 169 47
-0.847713 1.141332 5.180301 147 189 51
-0.191681 -1.738170 1.675295 136 174 92
-0.073115 -0.361055 1.772732 142 180 72
-0.216047 -1.794777 1.575757 124 156 101
2.128370 -5.804937 8.143275 139 178 111
-0.386167 -1.180089 1.543227 127 165 80
-1.027646 -1.373963 2.877274 157 188 38
0.105430 -1.091343 0.291751 110 155 97
-1.096502 -0.401509 3.602593 149 188 76
-0.759872 -1.812645 2.728789 119 160 83
-0.830423 2.370503 2.833113 109 154 89
-0.054127 -2.642405 4.271288 123 157 103
0.043969 -0.856120 2.657731 135 178 63
0.428610 -0.122935 3.137586 160 189 39
0.067675 -1.551790 1.363951 125 163 87
0.107352 -1.354560 2.176708 117 159 67
0.154622 -1.944122 2.802917 123 163 79
-0.801527 0.946898 0.881789 130 166 112
-1.449405 2.708345 7.538694 105 159 87
-1.628476 2.333949 6.545788 145 186 74
-0.676458 -0.674776 1.706624 140 173 85
-2.004293 2.134091 6.407210 133 175 79
-0.210858 0.443599 3.985861 114 172 36
0.241072 -1.282904 1.018390 118 162 103
0.545290 -0.728400 3.011059 124 171 15
-1.389554 1.223084 5.779666 133 176 68
1.754542 -5.005503 8.351794 146 176 100
-0.212979 -1.820369 0.450483 145 174 56
1.417333 -4.252818 8.230227 171 189 119
-0.357374 0.627645 0.416365 133 176 89
-0.857426 -0.245924 1.411082 149 178 132
1.230404 -3.074753 6.644988 163 175 117
-0.202182 -0.917788 1.094503 118 165 90
1.034177 -3.083319 6.696504 138 167 68
-0.810203 1.049908 1.188336 127 166 84
0.268552 -2.148228 4.063562 136 179 30
-0.489074 -0.781078 1.016058 127 161 81
0.203874 -1.175503 1.225112 118 159 67
-0.330518 -0.539318 2.329330 109 163 43
-0.026490 -1.792052 2.295548 135 178 92
0.071637 -1.712191 1.938205 133 167 97
0.323254 -3.443092 6.599470 126 163 64
-2.478778 1.827486 6.708152 135 172 44
0.109709 -1.415770 2.156703 116 160 62
-0.130685 -2.236991 3.284788 133 169 56
-1.038021 1.100827 0.839627 121 156 91
-1.204312 1.009448 1.182651 121 156 107
0.004195 -3.035890 5.876468 143 178 71
0.029000 -0.979362 2.015900 121 166 73
0.345513 -1.784297 2.896872 129 169 56
-0.028821 -1.010051 0.691460 119 162 88
0.124832 -1.194726 2.603096 111 154 31
-0.949769 2.122473 2.498508 117 160 82
-2.946875 2.980673 7.719107 131 160 92
-0.813726 -0.745174 0.328243 123 162 100
1.054388 -4.506273 7.663489 140 181 48
-0.865381 0.612461 4.471476 146 183 50
-0.290255 -3.009454 5.864668 148 184 54
0.173123 -1.642970 2.153559 121 157 100
-1.788095 2.398074 3.715290 133 177 40
-0.567104 -0.030452 -0.376410 128 155 91
0.094520 -0.741094 2.498584 149 190 34
0.203210 -1.208775 2.821387 105 155 19
0.325580 -1.887613 1.508486 122 155 49
-0.146601 -2.707754 4.024411 134 168 92
-0.527463 0.704556 0.410093 120 159 90
-1.822236 1.220472 5.695136 126 172 69
0.085277 -1.565389 1.117031 130 165 95
-1.237573 2.213318 2.809373 108 154 75
-1.739108 2.164418 2.567741 117 157 83
-1.676982 2.052007 6.655405 126 168 57
-0.978886 -1.319064 2.272228 150 173 58
-2.069522 1.731041 6.345712 126 171 45
-0.229692 -0.683012 0.746585 138 158 93
-0.132349 -2.081044 2.814385 127 164 94
0.202949 -1.491855 2.006073 116 159 91
0.572636 -0.971069 3.134022 132 180 31
-1.549781 2.335872 2.978831 128 160 68
-1.202359 2.186120 2.315524 123 168 73
-1.043839 2.246553 2.730530 110 155 84
-0.823884 -0.536777 2.761595 151 191 80
-0.085753 -0.996570 1.473806 122 166 103
1.081899 -5.465136 7.846188 141 174 110
0.005769 -0.709372 1.851368 123 166 92
0.087578 -1.180340 1.869681 126 167 83
-1.299167 0.914230 1.130673 124 156 102
-1.239557 2.293332 6.757400 152 191 107
-0.468916 -1.925235 3.522702 120 156 89
0.612129 -5.817478 8.584167 145 161 109
0.205604 -2.227314 4.083612 135 175 35
0.330232 -2.732516 5.588665 124 165 41
0.003606 -2.526128 4.628096 138 176 46
1.048675 -3.882430 6.922081 126 160 51
0.376732 -2.851406 5.694959 124 163 47
-0.010413 -3.620735 7.421951 129 168 72
-0.486998 -2.834327 5.181110 150 179 69
0.685210 -2.651899 5.293890 149 183 42
0.478621 -2.222741 4.240187 129 160 101
-0.382741 -2.985564 5.531583 153 182 27
0.485845 -3.447603 6.902289 122 162 50
-0.114869 -2.685315 3.637748 132 172 60
0.019067 -3.097172 6.377077 128 167 85
0.826292 -2.914174 6.462402 126 164 56
-0.294683 -3.304073 6.018274 144 178 38
1.006556 -3.842916 7.003801 123 159 48
0.249044 -3.075264 6.262424 119 159 52
-1.847082 2.848020 7.521141 119 167 89
-0.119052 -2.239356 3.478835 128 164 70
1.257263 -3.312344 6.413302 144 177 60
0.936292 -3.540608 7.385247 129 170 41
-0.116051 -3.239123 6.380308 139 173 58
0.236372 -3.676654 6.930193 144 179 88
0.439477 -2.250915 5.254143 143 179 41
0.828044 -2.421500 5.878946 152 178 69
0.093235 -3.502881 7.336512 152 167 78
0.585852 -3.465869 7.050029 123 164 50
0.282288 -3.884991 7.323941 126 164 73
-0.184870 -2.333318 3.642323 129 167 67
-0.187835 -2.848500 5.436172 140 174 57
0.612403 -2.675205 5.870031 127 168 47
-0.293857 -2.111796 0.460766 153 184 56
0.412255 -2.563117 4.249719 126 164 48
0.787757 -2.649338 6.031588 134 170 49
0.208659 -3.236355 6.468231 127 163 71
-0.249150 -2.500724 3.925519 134 172 75
1.056284 -4.087147 7.004092 137 175 58
0.537769 -4.881891 7.373519 144 181 89
1.319156 -3.256262 6.581141 151 178 71
-0.046080 -3.676094 7.268840 135 167 66
0.632775 -2.904279 6.250668 129 169 50
0.695275 -4.273309 8.048678 125 167 72
0.901112 -3.511812 7.500572 133 167 41
1.174462 -5.003712 8.080746 123 165 99
-2.579952 1.774067 6.942721 138 169 44
-0.470240 -2.171406 3.320875 122 161 80
0.639173 -3.198798 6.678062 125 165 50
0.954785 -2.610714 6.036885 137 169 54
0.639983 -3.050342 6.481341 125 167 50
-0.138906 -2.590512 4.227063 117 156 92
1.454612 -5.209871 8.682257 157 187 120
-0.309046 -3.414958 5.816141 143 181 32
0.834546 -2.843632 6.264840 133 167 70
-0.190766 -2.681273 4.851526 141 177 42
0.828375 -3.393755 6.881700 124 164 54
0.251900 -2.266566 3.759413 131 159 104
0.056212 -2.847341 5.409499 140 175 68
0.031863 -3.352684 6.869737 133 169 67
0.796965 -3.040388 6.471467 122 163 54
0.395111 -4.247405 7.633554 126 165 82
0.795424 -4.646078 7.813686 122 163 101
0.184378 -2.605300 5.078448 128 166 46
-0.422898 -2.038257 3.438020 124 163 78
-2.459474 1.899223 7.196712 136 170 53
0.124049 -2.852396 4.810233 182 212 166
0.221451 -2.269536 4.283855 135 175 42
0.310393 -4.494244 7.665618 136 173 93
0.054901 -3.452764 6.971080 133 170 69
0.214311 -2.493589 4.875119 129 170 38
0.366339 -2.475220 5.248526 134 174 38
0.385691 -2.910251 6.076719 123 164 45
0.091085 -2.412217 4.303723 139 177 53
0.254032 -2.848583 5.658024 126 164 50
0.275889 -4.026922 7.280004 134 168 78
0.405094 -4.781470 7.479626 147 183 96
0.613991 -2.727163 5.993209 127 169 45
-0.177470 -3.031367 5.848129 141 178 52
0.461089 -2.265382 4.590009 128 170 93
0.106659 -3.666811 7.037019 139 174 85
0.636948 -3.670372 7.290316 126 167 48
-0.199165 -4.079700 7.833274 137 173 80
0.220508 -3.275634 6.296430 134 170 74
-0.039189 -4.408601 7.767165 133 172 81
0.213128 -3.886630 7.016350 148 177 80
0.487622 -2.189576 4.402712 127 164 86
-0.157652 -3.398385 6.416388 147 183 41
1.455767 -3.263950 6.589623 147 176 61
-0.027591 -4.244739 7.696175 129 168 76
-0.419559 -2.979063 5.991695 153 184 53
0.261462 -2.654728 5.273362 125 166 46
0.667138 -3.950291 7.652124 126 169 53
-0.331545 -2.712413 4.685269 145 179 35
0.384152 -2.178594 3.900233 131 159 114
0.224992 -2.331105 3.697696 135 159 112
0.390244 -2.996043 6.225574 124 164 48
0.037153 -3.026586 5.692730 148 178 85
0.348718 -3.421037 6.576524 124 161 62
-0.216382 -3.322223 5.950179 147 182 36
0.869527 -5.639214 8.027569 135 171 98
0.716468 -3.627248 7.582907 130 170 46
1.615215 -4.460371 8.286605 162 187 115
0.886684 -2.499124 3.999134 150 183 39
0.877329 -3.269460 6.548681 116 158 63
-0.492535 -3.112607 6.156434 136 155 70
0.898739 -3.451353 6.651052 105 154 58
0.461794 -4.477248 7.641837 139 175 93
0.435722 -4.484792 7.859047 130 169 87
0.342716 -3.003815 5.631410 123 159 48
0.377051 -3.974294 7.234702 133 168 83
0.743609 -2.621828 4.343858 148 182 36
0.917982 -3.023165 6.215080 123 159 70
0.782186 -3.630634 7.268881 129 169 49
-0.083365 -3.573396 6.493555 138 175 44
0.909644 -2.902771 6.593024 122 159 60
0.720471 -2.526962 6.002109 118 160 54
0.276391 -4.181415 7.358350 138 172 85
0.432950 -4.759132 7.483747 146 183 99
-0.332389 -2.296414 2.982700 132 170 39
0.686776 -2.842749 4.279646 154 185 65
0.334383 -3.422795 6.414131 127 163 67
0.240845 -4.050937 7.383950 130 166 73
0.588227 -4.082720 7.660520 126 167 55
-0.185613 -3.500759 6.051686 149 182 40
0.418713 -3.677018 6.869772 126 163 65
1.361078 -3.155980 6.784364 158 164 121
0.080530 -4.051678 7.374241 154 181 87
0.537299 -2.927917 5.920305 129 169 49
-0.340723 -2.850303 5.454805 146 169 59
1.990354 -5.883111 8.234734 132 172 103
0.590279 -2.421485 5.705569 140 176 40
0.785554 -3.344609 7.089545 129 168 46
0.639541 -3.839596 7.462410 126 167 52
-0.142002 -3.015970 5.715252 138 172 78
-0.318698 -3.001371 5.587476 151 181 29
0.697332 -3.151190 6.788355 129 169 46
-0.008083 -3.113895 6.113680 142 179 68
1.140122 -3.404377 6.276304 141 178 60
-0.307252 -2.785465 5.011265 146 182 44
0.816461 -2.554610 5.973474 141 175 51
0.398418 -2.629917 5.428091 126 167 43
0.319608 -3.087086 5.634347 123 159 48
-0.236578 -2.827264 5.230535 141 178 39
0.963258 -3.263647 6.541031 123 165 59
-0.070354 -2.559257 4.803776 139 176 52
0.427270 -3.156711 6.628118 116 157 54
0.150767 -3.845930 7.396512 136 173 91
0.971110 -2.688629 6.360229 154 177 79
0.330544 -2.536906 5.197795 131 171 40
1.138899 -3.241342 7.282293 163 176 111
0.192678 -2.817203 5.499423 129 166 57
0.284895 -2.135589 4.338188 138 178 28
1.061221 -3.371498 6.799521 133 157 58
1.168106 -4.589062 7.908042 118 161 70
-0.451687 -1.957816 3.582915 133 169 98
0.497949 -2.479325 5.601815 136 175 38
-0.091039 -3.240007 6.552017 129 167 59
1.449353 -5.788889 8.346268 127 169 105
1.301299 -4.783549 8.532632 153 186 92
0.448556 -4.693447 7.865849 138 174 97
0.908013 -3.524379 7.622854 136 168 42
1.143122 -4.287223 7.784232 124 169 61
1.040569 -5.308815 8.049824 138 175 103
0.504535 -5.354411 8.704610 138 172 112
1.007198 -5.872154 8.615351 135 170 108
1.055940 -4.895653 8.514583 129 172 98
0.786784 -4.046755 7.894939 132 172 49
1.163607 -4.785463 8.667567 129 168 90
1.752574 -6.063417 8.322460 128 168 100
1.437206 -5.500731 8.501089 143 180 91
0.632324 -4.298474 7.858094 127 167 61
0.830541 -4.663259 8.427403 124 167 95
1.783421 -5.890626 8.302529 129 167 99
0.909148 -4.186616 7.947021 132 173 54
0.689772 -4.310234 7.524431 131 165 109
0.776426 -5.826017 8.446997 129 166 90
1.038021 -5.796762 8.280369 136 171 109
0.838451 -3.905893 7.854758 134 171 49
1.599952 -5.587479 8.453557 137 173 97
